id,building_num,street,street_suffix,city,zip,block,lot,office_id
44858,2744,BEDFORD,AVE,BROOKLYN,11210,,,2
44859,2835,BEDFORD,AVE,BROOKLYN,11210,,,2
44860,3619,BEDFORD,AVE,BROOKLYN,11210,,,2
44861,3620,BEDFORD,AVE,BROOKLYN,11210,,,2
44862,1402,BROOKLYN,AVE,BROOKLYN,11210,,,2
44863,1404,BROOKLYN,AVE,BROOKLYN,11210,,,2
44864,1405,BROOKLYN,AVE,BROOKLYN,11210,,,2
44865,1406,BROOKLYN,AVE,BROOKLYN,11210,,,2
44866,1408,BROOKLYN,AVE,BROOKLYN,11210,,,2
44867,1410,BROOKLYN,AVE,BROOKLYN,11210,,,2
44868,1412,BROOKLYN,AVE,BROOKLYN,11210,,,2
44869,1414,BROOKLYN,AVE,BROOKLYN,11210,,,2
44870,1416,BROOKLYN,AVE,BROOKLYN,11210,,,2
44871,1418,BROOKLYN,AVE,BROOKLYN,11210,,,2
44872,1420,BROOKLYN,AVE,BROOKLYN,11210,,,2
44873,1421,BROOKLYN,AVE,BROOKLYN,11210,,,2
44874,1425,BROOKLYN,AVE,BROOKLYN,11210,,,2
44875,1814,BROOKLYN,AVE,BROOKLYN,11210,,,2
44876,1830,BROOKLYN,AVE,BROOKLYN,11210,,,2
44877,1660,E(21ST,ST,BROOKLYN,11210,,,2
44878,1695,E(21ST,ST,BROOKLYN,11210,,,2
44879,738,E(21ST,ST,BROOKLYN,11210,,,2
44880,1582,E(22ND,ST,BROOKLYN,11210,,,2
44881,1590,E(22ND,ST,BROOKLYN,11210,,,2
44882,837,E(22ND,ST,BROOKLYN,11210,,,2
44883,754,E(23RD,ST,BROOKLYN,11210,,,2
44884,545,E(26TH,ST,BROOKLYN,11210,,,2
44885,554,E(26TH,ST,BROOKLYN,11210,,,2
44886,567,E(26TH,ST,BROOKLYN,11210,,,2
44887,570,E(26TH,ST,BROOKLYN,11210,,,2
44888,574,E(26TH,ST,BROOKLYN,11210,,,2
44889,600,E(26TH,ST,BROOKLYN,11210,,,2
44890,657,E(26TH,ST,BROOKLYN,11210,,,2
44891,945,E(26TH,ST,BROOKLYN,11210,,,2
44892,712,E(27TH,ST,BROOKLYN,11210,,,2
44893,723,E(27TH,ST,BROOKLYN,11210,,,2
44894,724,E(27TH,ST,BROOKLYN,11210,,,2
44895,860,E(27TH,ST,BROOKLYN,11210,,,2
44896,861,E(27TH,ST,BROOKLYN,11210,,,2
44897,586,E(28TH,ST,BROOKLYN,11210,,,2
44898,866,E(28TH,ST,BROOKLYN,11210,,,2
44899,870,E(28TH,ST,BROOKLYN,11210,,,2
44900,872,E(28TH,ST,BROOKLYN,11210,,,2
44901,874,E(28TH,ST,BROOKLYN,11210,,,2
44902,584,E(29TH,ST,BROOKLYN,11210,,,2
44903,620,E(29TH,ST,BROOKLYN,11210,,,2
44904,650,E(29TH,ST,BROOKLYN,11210,,,2
44905,909,E(29TH,ST,BROOKLYN,11210,,,2
44906,1102,E(31ST,ST,BROOKLYN,11210,,,2
44907,745,E(31ST,ST,BROOKLYN,11210,,,2
44908,777,E(31ST,ST,BROOKLYN,11210,,,2
44909,850,E(31ST,ST,BROOKLYN,11210,,,2
44910,585,E(32ND,ST,BROOKLYN,11210,,,2
44911,715,E(32ND,ST,BROOKLYN,11210,,,2
44912,720,E(32ND,ST,BROOKLYN,11210,,,2
44913,740,E(32ND,ST,BROOKLYN,11210,,,2
44914,971,E 34TH,ST,BROOKLYN,11210,,,2
44915,1145,E 35TH,ST,BROOKLYN,11210,,,2
44916,1235,E 35TH,ST,BROOKLYN,11210,,,2
44917,1240,E 38TH,ST,BROOKLYN,11210,,,2
44918,885,E 38TH,ST,BROOKLYN,11210,,,2
44919,2601,FARRAGUT,RD,BROOKLYN,11210,,,2
44920,2625,FARRAGUT,RD,BROOKLYN,11210,,,2
44922,3301,FARRAGUT,RD,BROOKLYN,11210,,,2
44923,1427,FLATBUSH,AVE,BROOKLYN,11210,,,2
44924,1655,FLATBUSH,AVE,BROOKLYN,11210,,,2
44925,1766,FLATBUSH,AVE,BROOKLYN,11210,,,2
44926,2007,FOSTER,AVE,BROOKLYN,11210,,,2
44927,2015,FOSTER,AVE,BROOKLYN,11210,,,2
44928,2105,FOSTER,AVE,BROOKLYN,11210,,,2
44929,2111,FOSTER,AVE,BROOKLYN,11210,,,2
44930,2117,FOSTER,AVE,BROOKLYN,11210,,,2
44931,2121,FOSTER,AVE,BROOKLYN,11210,,,2
44932,2205,FOSTER,AVE,BROOKLYN,11210,,,2
44933,2325,FOSTER,AVE,BROOKLYN,11210,,,2
44934,2353,FOSTER,AVE,BROOKLYN,11210,,,2
44935,2530,FOSTER,AVE,BROOKLYN,11210,,,2
44936,2720,FOSTER,AVE,BROOKLYN,11210,,,2
44937,2810,FOSTER,AVE,BROOKLYN,11210,,,2
44938,2817,FOSTER,AVE,BROOKLYN,11210,,,2
44939,2818,FOSTER,AVE,BROOKLYN,11210,,,2
44940,2913,FOSTER,AVE,BROOKLYN,11210,,,2
44941,3101,FOSTER,AVE,BROOKLYN,11210,,,2
44942,3103,FOSTER,AVE,BROOKLYN,11210,,,2
44943,3301,FOSTER,AVE,BROOKLYN,11210,,,2
44944,3303,FOSTER,AVE,BROOKLYN,11210,,,2
44945,3305,FOSTER,AVE,BROOKLYN,11210,,,2
44946,3401,FOSTER,AVE,BROOKLYN,11210,,,2
44947,3403,FOSTER,AVE,BROOKLYN,11210,,,2
44948,3405,FOSTER,AVE,BROOKLYN,11210,,,2
44949,3501,FOSTER,AVE,BROOKLYN,11210,,,2
44950,3503,FOSTER,AVE,BROOKLYN,11210,,,2
44951,3505,FOSTER,AVE,BROOKLYN,11210,,,2
44952,2004,GLENWOOD,RD,BROOKLYN,11210,,,2
44953,2420,GLENWOOD,RD,BROOKLYN,11210,,,2
44954,2601,GLENWOOD,RD,BROOKLYN,11210,,,2
44955,2610,GLENWOOD,RD,BROOKLYN,11210,,,2
44956,2620,GLENWOOD,RD,BROOKLYN,11210,,,2
44957,3111,GLENWOOD,RD,BROOKLYN,11210,,,2
44958,3201,GLENWOOD,RD,BROOKLYN,11210,,,2
44959,3223,GLENWOOD,RD,BROOKLYN,11210,,,2
44960,3802,GLENWOOD,RD,BROOKLYN,11210,,,2
44961,120,KENILWORTH,PL,BROOKLYN,11210,,,2
44962,36,KENILWORTH,PL,BROOKLYN,11210,,,2
44963,50,KENILWORTH,PL,BROOKLYN,11210,,,2
44964,74,KENILWORTH,PL,BROOKLYN,11210,,,2
44965,1351,NEW(YORK,AVE,BROOKLYN,11210,,,2
44966,1352,NEW(YORK,AVE,BROOKLYN,11210,,,2
44967,1353,NEW(YORK,AVE,BROOKLYN,11210,,,2
44968,1354,NEW(YORK,AVE,BROOKLYN,11210,,,2
44969,1355,NEW(YORK,AVE,BROOKLYN,11210,,,2
44970,1356,NEW(YORK,AVE,BROOKLYN,11210,,,2
44971,1358,NEW(YORK,AVE,BROOKLYN,11210,,,2
44972,1360,NEW(YORK,AVE,BROOKLYN,11210,,,2
44973,1362,NEW(YORK,AVE,BROOKLYN,11210,,,2
44974,1364,NEW(YORK,AVE,BROOKLYN,11210,,,2
44975,1366,NEW(YORK,AVE,BROOKLYN,11210,,,2
44976,1370,NEW(YORK,AVE,BROOKLYN,11210,,,2
44977,1372,NEW(YORK,AVE,BROOKLYN,11210,,,2
44978,1401,NEW(YORK,AVE,BROOKLYN,11210,,,2
44979,1402,NEW(YORK,AVE,BROOKLYN,11210,,,2
44980,1403,NEW(YORK,AVE,BROOKLYN,11210,,,2
44981,1404,NEW(YORK,AVE,BROOKLYN,11210,,,2
44982,1405,NEW(YORK,AVE,BROOKLYN,11210,,,2
44983,1406,NEW(YORK,AVE,BROOKLYN,11210,,,2
44984,1407,NEW(YORK,AVE,BROOKLYN,11210,,,2
44985,1408,NEW(YORK,AVE,BROOKLYN,11210,,,2
44986,1409,NEW(YORK,AVE,BROOKLYN,11210,,,2
44987,1410,NEW(YORK,AVE,BROOKLYN,11210,,,2
44988,1411,NEW(YORK,AVE,BROOKLYN,11210,,,2
44989,1412,NEW(YORK,AVE,BROOKLYN,11210,,,2
44990,1413,NEW(YORK,AVE,BROOKLYN,11210,,,2
44991,1414,NEW(YORK,AVE,BROOKLYN,11210,,,2
44992,1415,NEW(YORK,AVE,BROOKLYN,11210,,,2
44993,1416,NEW(YORK,AVE,BROOKLYN,11210,,,2
44994,1417,NEW(YORK,AVE,BROOKLYN,11210,,,2
44995,1419,NEW(YORK,AVE,BROOKLYN,11210,,,2
44996,1532,NEW(YORK,AVE,BROOKLYN,11210,,,2
44997,1779,NEW(YORK,AVE,BROOKLYN,11210,,,2
44998,1783,NEW(YORK,AVE,BROOKLYN,11210,,,2
44999,1791,NEW(YORK,AVE,BROOKLYN,11210,,,2
45000,1964,NOSTRAND,AVE,BROOKLYN,11210,,,2
45001,2026,NOSTRAND,AVE,BROOKLYN,11210,,,2
45002,2030,NOSTRAND,AVE,BROOKLYN,11210,,,2
45003,2036,NOSTRAND,AVE,BROOKLYN,11210,,,2
45004,2044,NOSTRAND,AVE,BROOKLYN,11210,,,2
45005,2047,NOSTRAND,AVE,BROOKLYN,11210,,,2
45006,2048,NOSTRAND,AVE,BROOKLYN,11210,,,2
45007,2054,NOSTRAND,AVE,BROOKLYN,11210,,,2
45008,2064,NOSTRAND,AVE,BROOKLYN,11210,,,2
45009,2080,NOSTRAND,AVE,BROOKLYN,11210,,,2
45010,2084,NOSTRAND,AVE,BROOKLYN,11210,,,2
45011,2400,NOSTRAND,AVE,BROOKLYN,11210,,,2
45012,2401,NOSTRAND,AVE,BROOKLYN,11210,,,2
45013,2405,NOSTRAND,AVE,BROOKLYN,11210,,,2
45014,2409,NOSTRAND,AVE,BROOKLYN,11210,,,2
45015,2425,NOSTRAND,AVE,BROOKLYN,11210,,,2
45016,2450,NOSTRAND,AVE,BROOKLYN,11210,,,2
45017,2501,NOSTRAND,AVE,BROOKLYN,11210,,,2
45018,2525,NOSTRAND,AVE,BROOKLYN,11210,,,2
45019,2635,NOSTRAND,AVE,BROOKLYN,11210,,,2
45020,1298,ROGERS,AVE,BROOKLYN,11210,,,2
45021,1320,ROGERS,AVE,BROOKLYN,11210,,,2
45022,1330,ROGERS,AVE,BROOKLYN,11210,,,2
45023,147,AINSLIE,ST,BROOKLYN,11211,,,2
45024,149,AINSLIE,ST,BROOKLYN,11211,,,2
45025,151,AINSLIE,ST,BROOKLYN,11211,,,2
45026,154,AINSLIE,ST,BROOKLYN,11211,,,2
45027,193,AINSLIE,ST,BROOKLYN,11211,,,2
45028,226,AINSLIE,ST,BROOKLYN,11211,,,2
45029,111,BEDFORD,AVE,BROOKLYN,11211,,,2
45030,113,BEDFORD,AVE,BROOKLYN,11211,,,2
45031,115,BEDFORD,AVE,BROOKLYN,11211,,,2
45032,117,BEDFORD,AVE,BROOKLYN,11211,,,2
45033,119,BEDFORD,AVE,BROOKLYN,11211,,,2
45034,121,BEDFORD,AVE,BROOKLYN,11211,,,2
45035,123,BEDFORD,AVE,BROOKLYN,11211,,,2
45036,125,BEDFORD,AVE,BROOKLYN,11211,,,2
45037,187,BEDFORD,AVE,BROOKLYN,11211,,,2
45038,189,BEDFORD,AVE,BROOKLYN,11211,,,2
45039,193,BEDFORD,AVE,BROOKLYN,11211,,,2
45040,195,BEDFORD,AVE,BROOKLYN,11211,,,2
45041,201,BEDFORD,AVE,BROOKLYN,11211,,,2
45042,213,BEDFORD,AVE,BROOKLYN,11211,,,2
45043,285,BEDFORD,AVE,BROOKLYN,11211,,,2
45044,337,BEDFORD,AVE,BROOKLYN,11211,,,2
45046,400,BEDFORD,AVE,BROOKLYN,11211,,,2
45047,667,BEDFORD,AVE,BROOKLYN,11211,,,2
45056,19,BUSHWICK,AVE,BROOKLYN,11211,,,2
45057,20,BUSHWICK,AVE,BROOKLYN,11211,,,2
45058,68,BUSHWICK,AVE,BROOKLYN,11211,,,2
45059,69,BUSHWICK,AVE,BROOKLYN,11211,,,2
45060,90,BUSHWICK,AVE,BROOKLYN,11211,,,2
45061,184,CLYMER,ST,BROOKLYN,11211,,,2
45062,114,CONSELYEA,ST,BROOKLYN,11211,,,2
45063,137,CONSELYEA,ST,BROOKLYN,11211,,,2
45064,146,CONSELYEA,ST,BROOKLYN,11211,,,2
45065,147,CONSELYEA,ST,BROOKLYN,11211,,,2
45066,16,CONSELYEA,ST,BROOKLYN,11211,,,2
45067,18,CONSELYEA,ST,BROOKLYN,11211,,,2
45068,180,CONSELYEA,ST,BROOKLYN,11211,,,2
45069,180,CONSELYEA,ST,BROOKLYN,11211,,,2
45070,36,CONSELYEA,ST,BROOKLYN,11211,,,2
45071,37,CONSELYEA,ST,BROOKLYN,11211,,,2
45073,114,DEVOE,ST,BROOKLYN,11211,,,2
45074,135,DEVOE,ST,BROOKLYN,11211,,,2
45075,137,DEVOE,ST,BROOKLYN,11211,,,2
45076,139,DEVOE,ST,BROOKLYN,11211,,,2
45077,187,DEVOE,ST,BROOKLYN,11211,,,2
45078,227,DEVOE,ST,BROOKLYN,11211,,,2
45079,227,DEVOE,ST,BROOKLYN,11211,,,2
45080,235,DEVOE,ST,BROOKLYN,11211,,,2
45081,239,DEVOE,ST,BROOKLYN,11211,,,2
45082,241,DEVOE,ST,BROOKLYN,11211,,,2
45083,243,DEVOE,ST,BROOKLYN,11211,,,2
45084,246,DEVOE,ST,BROOKLYN,11211,,,2
45085,247,DEVOE,ST,BROOKLYN,11211,,,2
45086,260,DEVOE,ST,BROOKLYN,11211,,,2
45087,261,DEVOE,ST,BROOKLYN,11211,,,2
45088,264,DEVOE,ST,BROOKLYN,11211,,,2
45089,268,DEVOE,ST,BROOKLYN,11211,,,2
45090,283,DEVOE,ST,BROOKLYN,11211,,,2
45091,285,DEVOE,ST,BROOKLYN,11211,,,2
45092,286,DEVOE,ST,BROOKLYN,11211,,,2
45093,287,DEVOE,ST,BROOKLYN,11211,,,2
45094,288,DEVOE,ST,BROOKLYN,11211,,,2
45095,67,DEVOE,ST,BROOKLYN,11211,,,2
45096,103,DIVISION,AVE,BROOKLYN,11211,,,2
45097,534,DRIGGS,AVE,BROOKLYN,11211,,,2
45098,538,DRIGGS,AVE,BROOKLYN,11211,,,2
45099,548,DRIGGS,AVE,BROOKLYN,11211,,,2
45100,552,DRIGGS,AVE,BROOKLYN,11211,,,2
45101,568,DRIGGS,AVE,BROOKLYN,11211,,,2
45102,571,DRIGGS,AVE,BROOKLYN,11211,,,2
45103,589,DRIGGS,AVE,BROOKLYN,11211,,,2
45104,591,DRIGGS,AVE,BROOKLYN,11211,,,2
45105,642,DRIGGS,AVE,BROOKLYN,11211,,,2
45106,743,DRIGGS,AVE,BROOKLYN,11211,,,2
45107,749,DRIGGS,AVE,BROOKLYN,11211,,,2
45108,774,DRIGGS,AVE,BROOKLYN,11211,,,2
45109,778,DRIGGS,AVE,BROOKLYN,11211,,,2
45110,808,DRIGGS,AVE,BROOKLYN,11211,,,2
45111,853,DRIGGS,AVE,BROOKLYN,11211,,,2
45112,854,DRIGGS,AVE,BROOKLYN,11211,,,2
45113,878,DRIGGS,AVE,BROOKLYN,11211,,,2
45114,15,DUNHAM,PL,BROOKLYN,11211,,,2
45115,110,FROST,ST,BROOKLYN,11211,,,2
45116,134,FROST,ST,BROOKLYN,11211,,,2
45117,149,FROST,ST,BROOKLYN,11211,,,2
45118,152,FROST,ST,BROOKLYN,11211,,,2
45119,174,FROST,ST,BROOKLYN,11211,,,2
45120,180,FROST,ST,BROOKLYN,11211,,,2
45121,182,FROST,ST,BROOKLYN,11211,,,2
45122,189,FROST,ST,BROOKLYN,11211,,,2
45123,226,FROST,ST,BROOKLYN,11211,,,2
45124,231,FROST,ST,BROOKLYN,11211,,,2
45125,233,FROST,ST,BROOKLYN,11211,,,2
45126,238,FROST,ST,BROOKLYN,11211,,,2
45127,245,FROST,ST,BROOKLYN,11211,,,2
45128,32,FROST,ST,BROOKLYN,11211,,,2
45129,293,GRAHAM,AVE,BROOKLYN,11211,,,2
45130,300,GRAHAM,AVE,BROOKLYN,11211,,,2
45131,314,GRAHAM,AVE,BROOKLYN,11211,,,2
45132,321,GRAHAM,AVE,BROOKLYN,11211,,,2
45133,376,GRAHAM,AVE,BROOKLYN,11211,,,2
45134,385,GRAHAM,AVE,BROOKLYN,11211,,,2
45135,447,GRAHAM,AVE,BROOKLYN,11211,,,2
45136,450,GRAHAM,AVE,BROOKLYN,11211,,,2
45138,212,GRAND,ST,BROOKLYN,11211,,,2
45139,214,GRAND,ST,BROOKLYN,11211,,,2
45140,227,GRAND,ST,BROOKLYN,11211,,,2
45141,301,GRAND,ST,BROOKLYN,11211,,,2
45142,556,GRAND,ST,BROOKLYN,11211,,,2
45143,560,GRAND,ST,BROOKLYN,11211,,,2
45144,611,GRAND,ST,BROOKLYN,11211,,,2
45145,667,GRAND,ST,BROOKLYN,11211,,,2
45146,672,GRAND,ST,BROOKLYN,11211,,,2
45147,676,GRAND,ST,BROOKLYN,11211,,,2
45148,678,GRAND,ST,BROOKLYN,11211,,,2
45149,692,GRAND,ST,BROOKLYN,11211,,,2
45150,697,GRAND,ST,BROOKLYN,11211,,,2
45151,716,GRAND,ST,BROOKLYN,11211,,,2
45152,753,GRAND,ST,BROOKLYN,11211,,,2
45153,755,GRAND,ST,BROOKLYN,11211,,,2
45154,760,GRAND,ST,BROOKLYN,11211,,,2
45155,762,GRAND,ST,BROOKLYN,11211,,,2
45156,765,GRAND,ST,BROOKLYN,11211,,,2
45157,766,GRAND,ST,BROOKLYN,11211,,,2
45158,775,GRAND,ST,BROOKLYN,11211,,,2
45159,779,GRAND,ST,BROOKLYN,11211,,,2
45160,783,GRAND,ST,BROOKLYN,11211,,,2
45161,796,GRAND,ST,BROOKLYN,11211,,,2
45162,895,GRAND,ST,BROOKLYN,11211,,,2
45163,897,GRAND,ST,BROOKLYN,11211,,,2
45164,931,GRAND,ST,BROOKLYN,11211,,,2
45165,949,GRAND,ST,BROOKLYN,11211,,,2
45166,955,GRAND,ST,BROOKLYN,11211,,,2
45167,103,HAVEMEYER,ST,BROOKLYN,11211,,,2
45168,107,HAVEMEYER,ST,BROOKLYN,11211,,,2
45169,16,HAVEMEYER,ST,BROOKLYN,11211,,,2
45170,160,HAVEMEYER,ST,BROOKLYN,11211,,,2
45171,164,HAVEMEYER,ST,BROOKLYN,11211,,,2
45172,165,HAVEMEYER,ST,BROOKLYN,11211,,,2
45173,182,HAVEMEYER,ST,BROOKLYN,11211,,,2
45174,28,HAVEMEYER,ST,BROOKLYN,11211,,,2
45175,30,HAVEMEYER,ST,BROOKLYN,11211,,,2
45176,32,HAVEMEYER,ST,BROOKLYN,11211,,,2
45177,43,HAVEMEYER,ST,BROOKLYN,11211,,,2
45178,45,HAVEMEYER,ST,BROOKLYN,11211,,,2
45179,69,HAVEMEYER,ST,BROOKLYN,11211,,,2
45180,94,HAVEMEYER,ST,BROOKLYN,11211,,,2
45181,163,HEWES,ST,BROOKLYN,11211,,,2
45182,169,HEWES,ST,BROOKLYN,11211,,,2
45183,248,HEWES,ST,BROOKLYN,11211,,,2
45184,362,HEWES,ST,BROOKLYN,11211,,,2
45185,366,HEWES,ST,BROOKLYN,11211,,,2
45186,383,HEWES,ST,BROOKLYN,11211,,,2
45187,393,HEWES,ST,BROOKLYN,11211,,,2
45188,145,HOOPER,ST,BROOKLYN,11211,,,2
45189,168,HOOPER,ST,BROOKLYN,11211,,,2
45190,186,HOOPER,ST,BROOKLYN,11211,,,2
45191,210,HOOPER,ST,BROOKLYN,11211,,,2
45192,301,HOOPER,ST,BROOKLYN,11211,,,2
45193,319,HOOPER,ST,BROOKLYN,11211,,,2
45194,378,HOOPER,ST,BROOKLYN,11211,,,2
45195,380,HOOPER,ST,BROOKLYN,11211,,,2
45196,381,HOOPER,ST,BROOKLYN,11211,,,2
45197,390,HOOPER,ST,BROOKLYN,11211,,,2
45198,140,HOPE,ST,BROOKLYN,11211,,,2
45199,156,HOPE,ST,BROOKLYN,11211,,,2
45200,21,HOPE,ST,BROOKLYN,11211,,,2
45201,27,HOPE,ST,BROOKLYN,11211,,,2
45202,30,HOPE,ST,BROOKLYN,11211,,,2
45203,299,HUMBOLDT,ST,BROOKLYN,11211,,,2
45204,407,HUMBOLDT,ST,BROOKLYN,11211,,,2
45205,409,HUMBOLDT,ST,BROOKLYN,11211,,,2
45206,413,HUMBOLDT,ST,BROOKLYN,11211,,,2
45207,417,HUMBOLDT,ST,BROOKLYN,11211,,,2
45208,419,HUMBOLDT,ST,BROOKLYN,11211,,,2
45209,471,HUMBOLDT,ST,BROOKLYN,11211,,,2
45210,476,HUMBOLDT,ST,BROOKLYN,11211,,,2
45211,480,HUMBOLDT,ST,BROOKLYN,11211,,,2
45212,100,JACKSON,ST,BROOKLYN,11211,,,2
45213,104,JACKSON,ST,BROOKLYN,11211,,,2
45214,178,JACKSON,ST,BROOKLYN,11211,,,2
45215,179,JACKSON,ST,BROOKLYN,11211,,,2
45216,183,JACKSON,ST,BROOKLYN,11211,,,2
45217,243,JACKSON,ST,BROOKLYN,11211,,,2
45218,254,JACKSON,ST,BROOKLYN,11211,,,2
45219,69,JACKSON,ST,BROOKLYN,11211,,,2
45220,97,JACKSON,ST,BROOKLYN,11211,,,2
45221,16,JUDGE,ST,BROOKLYN,11211,,,2
45222,20,JUDGE,ST,BROOKLYN,11211,,,2
45223,7,JUDGE,ST,BROOKLYN,11211,,,2
45224,135,KEAP,ST,BROOKLYN,11211,,,2
45225,250,KEAP,ST,BROOKLYN,11211,,,2
45226,331,KEAP,ST,BROOKLYN,11211,,,2
45227,332,KEAP,ST,BROOKLYN,11211,,,2
45228,462,KEAP,ST,BROOKLYN,11211,,,2
45229,121,KENT,AVE,BROOKLYN,11211,,,2
45230,15,KINGSLAND,AVE,BROOKLYN,11211,,,2
45231,21,KINGSLAND,AVE,BROOKLYN,11211,,,2
45232,25,KINGSLAND,AVE,BROOKLYN,11211,,,2
45233,27,KINGSLAND,AVE,BROOKLYN,11211,,,2
45234,33,KINGSLAND,AVE,BROOKLYN,11211,,,2
45235,39,KINGSLAND,AVE,BROOKLYN,11211,,,2
45236,111,LEE,AVE,BROOKLYN,11211,,,2
45237,235,LEONARD,ST,BROOKLYN,11211,,,2
45238,357,LEONARD,ST,BROOKLYN,11211,,,2
45239,538,LORIMER,ST,BROOKLYN,11211,,,2
45240,542,LORIMER,ST,BROOKLYN,11211,,,2
45241,679,LORIMER,ST,BROOKLYN,11211,,,2
45242,684,LORIMER,ST,BROOKLYN,11211,,,2
45243,686,LORIMER,ST,BROOKLYN,11211,,,2
45244,719,LORIMER,ST,BROOKLYN,11211,,,2
45245,720,LORIMER,ST,BROOKLYN,11211,,,2
45246,728,LORIMER,ST,BROOKLYN,11211,,,2
45247,730,LORIMER,ST,BROOKLYN,11211,,,2
45248,283,MANHATTAN,AVE,BROOKLYN,11211,,,2
45249,292,MANHATTAN,AVE,BROOKLYN,11211,,,2
45250,333,MANHATTAN,AVE,BROOKLYN,11211,,,2
45251,334,MANHATTAN,AVE,BROOKLYN,11211,,,2
45252,336,MANHATTAN,AVE,BROOKLYN,11211,,,2
45253,349,MANHATTAN,AVE,BROOKLYN,11211,,,2
45254,351,MANHATTAN,AVE,BROOKLYN,11211,,,2
45255,367,MANHATTAN,AVE,BROOKLYN,11211,,,2
45256,368,MANHATTAN,AVE,BROOKLYN,11211,,,2
45257,371,MANHATTAN,AVE,BROOKLYN,11211,,,2
45258,374,MANHATTAN,AVE,BROOKLYN,11211,,,2
45259,377,MANHATTAN,AVE,BROOKLYN,11211,,,2
45260,395,MANHATTAN,AVE,BROOKLYN,11211,,,2
45261,41,MASPETH,AVE,BROOKLYN,11211,,,2
45262,58,MASPETH,AVE,BROOKLYN,11211,,,2
45263,60,MASPETH,AVE,BROOKLYN,11211,,,2
45264,64,MASPETH,AVE,BROOKLYN,11211,,,2
45265,66,MASPETH,AVE,BROOKLYN,11211,,,2
45266,68,MASPETH,AVE,BROOKLYN,11211,,,2
45267,143,METROPOLITAN,AVE,BROOKLYN,11211,,,2
45268,170,METROPOLITAN,AVE,BROOKLYN,11211,,,2
45269,222,METROPOLITAN,AVE,BROOKLYN,11211,,,2
45270,224,METROPOLITAN,AVE,BROOKLYN,11211,,,2
45271,228,METROPOLITAN,AVE,BROOKLYN,11211,,,2
45272,232,METROPOLITAN,AVE,BROOKLYN,11211,,,2
45273,238,METROPOLITAN,AVE,BROOKLYN,11211,,,2
45274,251,METROPOLITAN,AVE,BROOKLYN,11211,,,2
45275,342,METROPOLITAN,AVE,BROOKLYN,11211,,,2
45276,370,METROPOLITAN,AVE,BROOKLYN,11211,,,2
45277,374,METROPOLITAN,AVE,BROOKLYN,11211,,,2
45278,378,METROPOLITAN,AVE,BROOKLYN,11211,,,2
45279,390,METROPOLITAN,AVE,BROOKLYN,11211,,,2
45280,394,METROPOLITAN,AVE,BROOKLYN,11211,,,2
45281,520,METROPOLITAN,AVE,BROOKLYN,11211,,,2
45282,522,METROPOLITAN,AVE,BROOKLYN,11211,,,2
45283,552,METROPOLITAN,AVE,BROOKLYN,11211,,,2
45284,561,METROPOLITAN,AVE,BROOKLYN,11211,,,2
45285,661,METROPOLITAN,AVE,BROOKLYN,11211,,,2
45286,677,METROPOLITAN,AVE,BROOKLYN,11211,,,2
45287,681,METROPOLITAN,AVE,BROOKLYN,11211,,,2
45288,684,METROPOLITAN,AVE,BROOKLYN,11211,,,2
45289,717,METROPOLITAN,AVE,BROOKLYN,11211,,,2
45290,724,METROPOLITAN,AVE,BROOKLYN,11211,,,2
45291,726,METROPOLITAN,AVE,BROOKLYN,11211,,,2
45292,864,METROPOLITAN,AVE,BROOKLYN,11211,,,2
45293,917,METROPOLITAN,AVE,BROOKLYN,11211,,,2
45294,921,METROPOLITAN,AVE,BROOKLYN,11211,,,2
45295,924,METROPOLITAN,AVE,BROOKLYN,11211,,,2
45296,925,METROPOLITAN,AVE,BROOKLYN,11211,,,2
45297,929,METROPOLITAN,AVE,BROOKLYN,11211,,,2
45298,933,METROPOLITAN,AVE,BROOKLYN,11211,,,2
45299,935,METROPOLITAN,AVE,BROOKLYN,11211,,,2
45300,939,METROPOLITAN,AVE,BROOKLYN,11211,,,2
45301,945,METROPOLITAN,AVE,BROOKLYN,11211,,,2
45302,947,METROPOLITAN,AVE,BROOKLYN,11211,,,2
45303,949,METROPOLITAN,AVE,BROOKLYN,11211,,,2
45304,953,METROPOLITAN,AVE,BROOKLYN,11211,,,2
45305,955,METROPOLITAN,AVE,BROOKLYN,11211,,,2
45306,959,METROPOLITAN,AVE,BROOKLYN,11211,,,2
45307,973,METROPOLITAN,AVE,BROOKLYN,11211,,,2
45308,977,METROPOLITAN,AVE,BROOKLYN,11211,,,2
45309,979,METROPOLITAN,AVE,BROOKLYN,11211,,,2
45310,983,METROPOLITAN,AVE,BROOKLYN,11211,,,2
45311,130,N 10TH,ST,BROOKLYN,11211,,,2
45312,132,N 10TH,ST,BROOKLYN,11211,,,2
45313,148,N 10TH,ST,BROOKLYN,11211,,,2
45314,150,N 10TH,ST,BROOKLYN,11211,,,2
45315,152,N 10TH,ST,BROOKLYN,11211,,,2
45316,141,N 11TH,ST,BROOKLYN,11211,,,2
45317,142,N 11TH,ST,BROOKLYN,11211,,,2
45318,234,N 11TH,ST,BROOKLYN,11211,,,2
45319,132,N 1ST,ST,BROOKLYN,11211,,,2
45320,95,N 1ST,ST,BROOKLYN,11211,,,2
45321,97,N 1ST,ST,BROOKLYN,11211,,,2
45322,107,N 3RD,ST,BROOKLYN,11211,,,2
45323,109,N 3RD,ST,BROOKLYN,11211,,,2
45324,111,N 3RD,ST,BROOKLYN,11211,,,2
